@relation adult

@attribute 'age' {0,1,2,3,4}
@attribute 'workclass' {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute 'fnlwgt' REAL
@attribute 'education' {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute 'education-num' REAL
@attribute 'marital-status' {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute 'occupation' {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute 'relationship' {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute 'race' {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute 'sex' {Female, Male}
@attribute 'capitalgain' {0,1,2,3,4}
@attribute 'capitalloss' {0,1,2,3,4}
@attribute 'hoursperweek' {0,1,2,3,4}
@attribute 'native-country' {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute 'class' {>50K, <=50K}

@data
4,Self-emp-not-inc,136063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,186648,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,257509,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,98155,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,274198,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Mexico,<=50K
2,Private,97083,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
4,?,29825,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,262153,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,214738,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,138022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,91842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,373662,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,2,Guatemala,<=50K
2,Private,162003,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,?,52114,Some-college,10,Never-married,?,Own-child,White,Female,0,0,0,United-States,<=50K
3,Local-gov,241843,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,375871,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Mexico,<=50K
2,Private,186934,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,>50K
2,Private,176900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
3,Private,21906,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,132222,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,4,2,United-States,>50K
1,Private,143653,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,111567,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Private,78602,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,465507,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,196373,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,293227,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,241752,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,166398,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K
2,Private,184682,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,108293,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,3,2,United-States,>50K
2,Private,250802,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K
2,Self-emp-not-inc,325159,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
2,State-gov,174675,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
2,Private,227065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,269080,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,177722,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,133461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,239683,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,?,<=50K
2,Self-emp-inc,398473,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
1,Local-gov,298785,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,123424,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,150062,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,169240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,288273,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Mexico,<=50K
2,Private,526968,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,57066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,323573,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,368825,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
3,Self-emp-not-inc,189721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,164966,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,India,>50K
2,?,94954,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,202046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
1,Private,161538,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
4,Private,105252,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,4,2,United-States,>50K
2,Private,200153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,32185,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,4,United-States,<=50K
0,Private,178326,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,255957,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,2,0,2,United-States,<=50K
2,State-gov,188693,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
4,Private,182977,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,1,0,2,United-States,<=50K
1,Private,159929,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,123207,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,284317,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,?,184699,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,154474,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Local-gov,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,>50K
4,Private,254907,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,349221,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,1,United-States,<=50K
3,Private,335973,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,126701,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
3,Private,122159,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1,0,2,United-States,<=50K
3,Private,187370,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1,2,United-States,<=50K
2,Private,194636,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,124793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,192835,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
1,Private,290226,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,112840,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,89325,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,33109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
2,Private,82465,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
2,Self-emp-inc,329980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
